pp,trial,voice_id,condition,response_type,rate
P01,8,robotic,enhance,Accept,8.0
P01,9,robotic,repeat,Accept,5.0
P01,10,robotic,counter,Accept,7.0
P01,11,robotic,enhance,Accept,8.0
P01,12,robotic,repeat,Accept,6.0
P02,1,clone,repeat,Accept,4.0
P02,2,clone,enhance,Accept,8.0
P02,3,clone,counter,Accept,3.0
P02,4,clone,repeat,Accept,2.0
P02,5,clone,enhance,Accept,7.0
P02,6,clone,counter,Accept,2.0
P02,7,robotic,counter,Accept,1.0
P02,8,robotic,enhance,Accept,9.0
P02,9,robotic,repeat,Accept,9.0
P02,10,robotic,counter,Accept,3.0
P02,11,robotic,enhance,Accept,7.0
P02,12,robotic,repeat,Accept,3.0
P03,1,clone,enhance,Accept,6.0
P03,2,clone,counter,Accept,5.0
P03,3,clone,repeat,Accept,8.0
P03,4,clone,enhance,Accept,6.0
P03,5,clone,counter,Accept,4.0
P03,6,clone,repeat,Accept,5.0
P03,7,robotic,repeat,Accept,7.0
P03,8,robotic,counter,Accept,4.0
P03,9,robotic,enhance,Accept,4.0
P03,10,robotic,repeat,Accept,6.0
P03,11,robotic,counter,Accept,2.0
P03,12,robotic,enhance,Accept,7.0
P04,1,clone,enhance,Accept,6.0
P04,2,clone,counter,Accept,1.0
P04,3,clone,repeat,Accept,3.0
P04,4,clone,enhance,Accept,5.0
P04,5,clone,counter,Accept,7.0
P04,6,clone,repeat,Accept,1.0
P04,7,robotic,repeat,Accept,1.0
P04,8,robotic,counter,Accept,1.0
P04,9,robotic,enhance,Accept,5.0
P04,10,robotic,repeat,Accept,6.0
P04,11,robotic,counter,Accept,6.0
P05,1,clone,counter,Accept,5.0
P05,2,clone,repeat,Accept,8.0
P05,3,clone,enhance,Accept,4.0
P05,4,clone,counter,Accept,1.0
P05,5,clone,repeat,Accept,8.0
P05,6,clone,enhance,Accept,7.0
P05,7,robotic,enhance,Accept,9.0
P05,8,robotic,repeat,Accept,10.0
P05,9,robotic,counter,Accept,2.0
P05,10,robotic,enhance,Accept,10.0
P05,11,robotic,repeat,Accept,10.0
P05,12,robotic,counter,Accept,4.0
P06,1,clone,counter,Accept,1.0
P06,2,clone,repeat,Accept,10.0
P06,3,clone,enhance,Accept,7.0
P06,4,clone,counter,Accept,7.0
P06,5,clone,repeat,Accept,9.0
P06,6,clone,enhance,Accept,10.0
P06,7,robotic,enhance,Accept,10.0
P06,8,robotic,repeat,Accept,10.0
P06,9,robotic,counter,Accept,10.0
P06,10,robotic,enhance,Accept,10.0
P06,11,robotic,repeat,Accept,10.0
P06,12,robotic,counter,Accept,1.0
P07,1,clone,counter,Accept,7.0
P07,2,clone,enhance,Accept,2.0
P07,3,clone,repeat,Accept,10.0
P07,4,clone,counter,Accept,1.0
P07,5,clone,enhance,Accept,6.0
P07,6,clone,repeat,Accept,10.0
P07,7,robotic,repeat,Accept,10.0
P07,8,robotic,enhance,Accept,8.0
P07,9,robotic,counter,Accept,1.0
P07,10,robotic,repeat,Accept,10.0
P07,11,robotic,enhance,Accept,5.0
P07,12,robotic,counter,Accept,1.0
P09,1,clone,repeat,Accept,10.0
P09,2,clone,counter,Accept,1.0
P09,3,clone,enhance,Accept,1.0
P09,5,clone,counter,Accept,2.0
P09,6,clone,enhance,Accept,2.0
P09,8,robotic,counter,Accept,10.0
P09,10,robotic,enhance,Accept,2.0
P09,11,robotic,counter,Accept,1.0
P10,1,clone,repeat,Accept,8.0
P10,2,clone,counter,Accept,2.0
P10,3,clone,enhance,Accept,9.0
P10,4,clone,repeat,Accept,6.0
P10,5,clone,counter,Accept,2.0
P10,6,clone,enhance,Accept,10.0
P10,7,robotic,enhance,Accept,4.0
P10,8,robotic,counter,Accept,2.0
P10,9,robotic,repeat,Accept,5.0
P10,10,robotic,enhance,Accept,7.0
P10,11,robotic,counter,Accept,1.0
P10,12,robotic,repeat,Accept,7.0
P11,1,clone,enhance,Accept,7.0
P11,2,clone,repeat,Accept,7.0
P11,3,clone,counter,Accept,2.0
P11,4,clone,enhance,Accept,7.0
P11,5,clone,repeat,Accept,10.0
P11,6,clone,counter,Accept,7.0
P11,7,robotic,counter,Accept,1.0
P11,9,robotic,enhance,Accept,4.0
P11,10,robotic,counter,Accept,1.0
P11,11,robotic,repeat,Accept,8.0
P12,1,clone,enhance,Accept,9.0
P12,2,clone,repeat,Accept,10.0
P12,3,clone,counter,Accept,3.0
P12,4,clone,enhance,Accept,7.0
P12,5,clone,repeat,Accept,9.0
P12,6,clone,counter,Accept,8.0
P12,7,robotic,counter,Accept,10.0
P12,8,robotic,repeat,Accept,6.0
P12,9,robotic,enhance,Accept,4.0
P12,10,robotic,counter,Accept,3.0
P12,11,robotic,repeat,Accept,9.0
P12,12,robotic,enhance,Accept,10.0
P13,1,robotic,counter,Accept,5.0
P13,2,robotic,enhance,Accept,3.0
P13,3,robotic,repeat,Accept,8.0
P13,4,robotic,counter,Accept,2.0
P13,5,robotic,enhance,Accept,7.0
P13,6,robotic,repeat,Accept,10.0
P13,7,clone,repeat,Accept,8.0
P13,8,clone,enhance,Accept,1.0
P13,9,clone,counter,Accept,1.0
P13,10,clone,repeat,Accept,3.0
P13,11,clone,enhance,Accept,7.0
P13,12,clone,counter,Accept,1.0
P14,1,robotic,counter,Accept,10.0
P14,2,robotic,enhance,Accept,10.0
P14,3,robotic,repeat,Accept,10.0
P14,4,robotic,counter,Accept,3.0
P14,5,robotic,enhance,Accept,10.0
P14,6,robotic,repeat,Accept,10.0
P14,7,clone,repeat,Accept,10.0
P14,8,clone,enhance,Accept,6.0
P14,9,clone,counter,Accept,8.0
P14,10,clone,repeat,Accept,10.0
P14,11,clone,enhance,Accept,2.0
P14,12,clone,counter,Accept,2.0
P15,1,robotic,repeat,Accept,7.0
P15,2,robotic,counter,Accept,4.0
P15,3,robotic,enhance,Accept,4.0
P15,4,robotic,repeat,Accept,9.0
P15,5,robotic,counter,Accept,5.0
P15,6,robotic,enhance,Accept,3.0
P15,7,clone,enhance,Accept,6.0
P15,8,clone,counter,Accept,3.0
P15,9,clone,repeat,Accept,9.0
P15,10,clone,enhance,Accept,4.0
P15,11,clone,counter,Accept,4.0
P15,12,clone,repeat,Accept,4.0
P16,1,robotic,repeat,Accept,10.0
P16,2,robotic,counter,Accept,8.0
P16,3,robotic,enhance,Accept,6.0
P16,4,robotic,repeat,Accept,6.0
P16,5,robotic,counter,Accept,3.0
P16,6,robotic,enhance,Accept,5.0
P16,7,clone,enhance,Accept,8.0
P16,8,clone,counter,Accept,8.0
P16,9,clone,repeat,Accept,3.0
P16,10,clone,enhance,Accept,3.0
P16,11,clone,counter,Accept,2.0
P16,12,clone,repeat,Accept,1.0
P17,1,robotic,enhance,Accept,8.0
P17,2,robotic,repeat,Accept,10.0
P17,3,robotic,counter,Accept,1.0
P17,5,robotic,repeat,Accept,9.0
P17,6,robotic,counter,Accept,1.0
P17,7,clone,counter,Accept,1.0
P17,8,clone,repeat,Accept,9.0
P17,9,clone,enhance,Accept,9.0
P17,10,clone,counter,Accept,1.0
P17,11,clone,repeat,Accept,9.0
P17,12,clone,enhance,Accept,6.0
P18,1,robotic,enhance,Accept,7.0
P18,2,robotic,repeat,Accept,6.0
P18,3,robotic,counter,Accept,2.0
P18,4,robotic,enhance,Accept,2.0
P18,5,robotic,repeat,Accept,7.0
P18,6,robotic,counter,Accept,1.0
P18,7,clone,counter,Accept,4.0
P18,8,clone,repeat,Accept,8.0
P18,9,clone,enhance,Accept,6.0
P18,10,clone,counter,Accept,3.0
P18,11,clone,repeat,Accept,8.0
P18,12,clone,enhance,Accept,9.0
P19,1,robotic,repeat,Accept,8.0
P19,2,robotic,enhance,Accept,6.0
P19,3,robotic,counter,Accept,1.0
P19,4,robotic,repeat,Accept,7.0
P19,5,robotic,enhance,Accept,7.0
P19,6,robotic,counter,Accept,3.0
P19,7,clone,counter,Accept,2.0
P19,8,clone,enhance,Accept,7.0
P19,9,clone,repeat,Accept,6.0
P19,10,clone,counter,Accept,1.0
P19,11,clone,enhance,Accept,8.0
P19,12,clone,repeat,Accept,5.0
P21,1,robotic,enhance,Accept,10.0
P21,2,robotic,counter,Accept,4.0
P21,3,robotic,repeat,Accept,10.0
P21,4,robotic,enhance,Accept,10.0
P21,5,robotic,counter,Accept,1.0
P21,6,robotic,repeat,Accept,10.0
P21,7,clone,repeat,Accept,10.0
P21,8,clone,counter,Accept,1.0
P21,9,clone,enhance,Accept,9.0
P21,10,clone,repeat,Accept,10.0
P21,11,clone,counter,Accept,2.0
P21,12,clone,enhance,Accept,8.0
P22,1,robotic,enhance,Accept,5.0
P22,2,robotic,counter,Accept,4.0
P22,3,robotic,repeat,Accept,6.0
P22,4,robotic,enhance,Accept,6.0
P22,5,robotic,counter,Accept,2.0
P22,6,robotic,repeat,Accept,7.0
P22,7,clone,repeat,Accept,5.0
P22,8,clone,counter,Accept,4.0
P22,9,clone,enhance,Accept,4.0
P22,10,clone,repeat,Accept,8.0
P22,11,clone,counter,Accept,2.0
P22,12,clone,enhance,Accept,4.0
P23,1,robotic,counter,Accept,4.0
P23,2,robotic,repeat,Accept,3.0
P23,3,robotic,enhance,Accept,10.0
P23,4,robotic,counter,Accept,1.0
P23,5,robotic,repeat,Accept,10.0
P23,6,robotic,enhance,Accept,10.0
P23,7,clone,enhance,Accept,9.0
P23,8,clone,repeat,Accept,9.0
P23,9,clone,counter,Accept,6.0
P23,10,clone,enhance,Accept,5.0
P23,11,clone,repeat,Accept,10.0
P23,12,clone,counter,Accept,8.0
P24,1,robotic,counter,Accept,5.0
P24,3,robotic,enhance,Accept,3.0
P24,4,robotic,counter,Accept,2.0
P24,5,robotic,repeat,Accept,8.0
P24,6,robotic,enhance,Accept,7.0
P24,7,clone,enhance,Accept,7.0
P24,8,clone,repeat,Accept,8.0
P24,9,clone,counter,Accept,2.0
P24,10,clone,enhance,Accept,5.0
P24,11,clone,repeat,Accept,8.0
P24,12,clone,counter,Accept,4.0
P25,1,clone,repeat,Accept,2.0
P25,2,clone,enhance,Accept,7.0
P25,3,clone,counter,Accept,6.0
P25,4,clone,repeat,Accept,9.0
P25,5,clone,enhance,Accept,7.0
P25,6,clone,counter,Accept,4.0
P25,7,robotic,counter,Accept,2.0
P25,8,robotic,enhance,Accept,9.0
P25,10,robotic,counter,Accept,1.0
P25,11,robotic,enhance,Accept,6.0
P25,12,robotic,repeat,Accept,10.0
P26,1,clone,enhance,Accept,6.0
P26,2,clone,counter,Accept,6.0
P26,3,clone,repeat,Accept,1.0
P26,4,clone,enhance,Accept,9.0
P26,5,clone,counter,Accept,1.0
P26,6,clone,repeat,Accept,8.0
P26,7,robotic,repeat,Accept,10.0
P26,8,robotic,counter,Accept,5.0
P26,9,robotic,enhance,Accept,10.0
P26,10,robotic,repeat,Accept,10.0
P26,11,robotic,counter,Accept,1.0
P26,12,robotic,enhance,Accept,10.0
P27,1,clone,enhance,Accept,5.0
P27,2,clone,repeat,Accept,6.0
P27,3,clone,counter,Accept,2.0
P27,4,clone,enhance,Accept,5.0
P27,5,clone,repeat,Accept,7.0
P27,6,clone,counter,Accept,1.0
P27,7,robotic,counter,Accept,5.0
P27,8,robotic,repeat,Accept,4.0
P27,9,robotic,enhance,Accept,9.0
P27,10,robotic,counter,Accept,9.0
P27,11,robotic,repeat,Accept,1.0
P27,12,robotic,enhance,Accept,4.0
P28,1,clone,counter,Accept,4.0
P28,2,clone,enhance,Accept,6.0
P28,3,clone,repeat,Accept,10.0
P28,4,clone,counter,Accept,10.0
P28,5,clone,enhance,Accept,10.0
P28,6,clone,repeat,Accept,10.0
P28,7,robotic,repeat,Accept,10.0
P28,8,robotic,enhance,Accept,8.0
P28,9,robotic,counter,Accept,1.0
P28,10,robotic,repeat,Accept,10.0
P28,11,robotic,enhance,Accept,10.0
P28,12,robotic,counter,Accept,10.0
P29,1,clone,repeat,Accept,4.0
P29,2,clone,counter,Accept,1.0
P29,3,clone,enhance,Accept,3.0
P29,4,robotic,enhance,Accept,8.0
P29,5,robotic,counter,Accept,1.0
P29,6,robotic,repeat,Accept,9.0
P29,7,robotic,enhance,Accept,6.0
P29,8,robotic,counter,Accept,1.0
P29,9,robotic,repeat,Accept,10.0
P29,10,clone,repeat,Accept,7.0
P29,11,clone,counter,Accept,1.0
P29,12,clone,enhance,Accept,7.0
P30,1,clone,enhance,Accept,1.0
P30,2,clone,repeat,Accept,4.0
P30,3,clone,counter,Accept,2.0
P30,4,clone,enhance,Accept,6.0
P30,5,clone,repeat,Accept,4.0
P30,6,clone,counter,Accept,2.0
P30,7,robotic,counter,Accept,1.0
P30,8,robotic,repeat,Accept,2.0
P30,9,robotic,enhance,Accept,4.0
P30,10,robotic,counter,Accept,1.0
P30,11,robotic,repeat,Accept,4.0
P30,12,robotic,enhance,Accept,5.0
P01,1,clone,repeat,SoA,3.0
P01,2,clone,enhance,SoA,2.142857142857143
P01,3,clone,counter,SoA,1.7142857142857142
P01,4,clone,repeat,SoA,2.0
P01,5,clone,enhance,SoA,2.142857142857143
P01,6,clone,counter,SoA,1.5714285714285714
P01,7,robotic,counter,SoA,1.5714285714285714
P01,8,robotic,enhance,SoA,2.2857142857142856
P01,9,robotic,repeat,SoA,3.2857142857142856
P01,10,robotic,counter,SoA,2.142857142857143
P01,11,robotic,enhance,SoA,3.5714285714285716
P01,12,robotic,repeat,SoA,3.857142857142857
P02,1,clone,repeat,SoA,3.5714285714285716
P02,2,clone,enhance,SoA,1.2857142857142858
P02,3,clone,counter,SoA,1.8571428571428572
P02,4,clone,repeat,SoA,3.5714285714285716
P02,5,clone,enhance,SoA,4.285714285714286
P02,6,clone,counter,SoA,4.285714285714286
P02,7,robotic,counter,SoA,2.857142857142857
P02,8,robotic,enhance,SoA,4.857142857142857
P02,9,robotic,repeat,SoA,5.285714285714286
P02,10,robotic,counter,SoA,2.7142857142857144
P02,11,robotic,enhance,SoA,4.571428571428571
P02,12,robotic,repeat,SoA,4.428571428571429
P03,1,clone,enhance,SoA,4.285714285714286
P03,2,clone,counter,SoA,4.571428571428571
P03,3,clone,repeat,SoA,5.142857142857143
P03,4,clone,enhance,SoA,4.857142857142857
P03,5,clone,counter,SoA,3.857142857142857
P03,6,clone,repeat,SoA,4.571428571428571
P03,7,robotic,repeat,SoA,4.857142857142857
P03,8,robotic,counter,SoA,3.857142857142857
P03,9,robotic,enhance,SoA,4.285714285714286
P03,10,robotic,repeat,SoA,4.714285714285714
P03,11,robotic,counter,SoA,3.0
P03,12,robotic,enhance,SoA,4.571428571428571
P04,1,clone,enhance,SoA,2.7142857142857144
P04,2,clone,counter,SoA,2.142857142857143
P04,3,clone,repeat,SoA,2.857142857142857
P04,4,clone,enhance,SoA,3.142857142857143
P04,5,clone,counter,SoA,2.7142857142857144
P04,6,clone,repeat,SoA,1.4285714285714286
P04,7,robotic,repeat,SoA,3.0
P04,8,robotic,counter,SoA,1.1428571428571428
P04,9,robotic,enhance,SoA,4.285714285714286
P04,10,robotic,repeat,SoA,4.428571428571429
P04,11,robotic,counter,SoA,5.0
P05,1,clone,counter,SoA,2.0
P05,2,clone,repeat,SoA,5.285714285714286
P05,3,clone,enhance,SoA,4.714285714285714
P05,4,clone,counter,SoA,1.2857142857142858
P05,5,clone,repeat,SoA,6.0
P05,6,clone,enhance,SoA,3.0
P05,7,robotic,enhance,SoA,4.285714285714286
P05,8,robotic,repeat,SoA,7.0
P05,9,robotic,counter,SoA,1.7142857142857142
P05,10,robotic,enhance,SoA,6.0
P05,11,robotic,repeat,SoA,7.0
P05,12,robotic,counter,SoA,2.7142857142857144
P06,1,clone,counter,SoA,2.142857142857143
P06,2,clone,repeat,SoA,5.571428571428571
P06,3,clone,enhance,SoA,4.428571428571429
P06,4,clone,counter,SoA,2.0
P06,5,clone,repeat,SoA,6.0
P06,6,clone,enhance,SoA,3.142857142857143
P06,7,robotic,enhance,SoA,3.4285714285714284
P06,8,robotic,repeat,SoA,4.714285714285714
P06,9,robotic,counter,SoA,2.0
P06,10,robotic,enhance,SoA,4.857142857142857
P06,11,robotic,repeat,SoA,6.285714285714286
P06,12,robotic,counter,SoA,1.7142857142857142
P07,1,clone,counter,SoA,2.4285714285714284
P07,2,clone,enhance,SoA,2.2857142857142856
P07,3,clone,repeat,SoA,6.714285714285714
P07,4,clone,counter,SoA,1.1428571428571428
P07,5,clone,enhance,SoA,2.5714285714285716
P07,6,clone,repeat,SoA,6.142857142857143
P07,7,robotic,repeat,SoA,6.142857142857143
P07,8,robotic,enhance,SoA,2.7142857142857144
P07,9,robotic,counter,SoA,1.5714285714285714
P07,10,robotic,repeat,SoA,3.2857142857142856
P07,11,robotic,enhance,SoA,2.4285714285714284
P07,12,robotic,counter,SoA,1.1428571428571428
P09,1,clone,repeat,SoA,6.0
P09,2,clone,counter,SoA,1.8571428571428572
P09,3,clone,enhance,SoA,2.4285714285714284
P09,5,clone,counter,SoA,3.0
P09,6,clone,enhance,SoA,2.7142857142857144
P09,8,robotic,counter,SoA,5.142857142857143
P09,10,robotic,enhance,SoA,2.857142857142857
P09,11,robotic,counter,SoA,3.2857142857142856
P10,1,clone,repeat,SoA,3.857142857142857
P10,2,clone,counter,SoA,2.5714285714285716
P10,3,clone,enhance,SoA,3.2857142857142856
P10,4,clone,repeat,SoA,3.4285714285714284
P10,5,clone,counter,SoA,2.0
P10,6,clone,enhance,SoA,3.142857142857143
P10,7,robotic,enhance,SoA,2.4285714285714284
P10,8,robotic,counter,SoA,1.8571428571428572
P10,9,robotic,repeat,SoA,2.7142857142857144
P10,10,robotic,enhance,SoA,2.7142857142857144
P10,11,robotic,counter,SoA,1.7142857142857142
P10,12,robotic,repeat,SoA,1.8571428571428572
P11,1,clone,enhance,SoA,4.571428571428571
P11,2,clone,repeat,SoA,4.857142857142857
P11,3,clone,counter,SoA,1.2857142857142858
P11,4,clone,enhance,SoA,4.857142857142857
P11,5,clone,repeat,SoA,7.0
P11,6,clone,counter,SoA,4.714285714285714
P11,7,robotic,counter,SoA,1.0
P11,9,robotic,enhance,SoA,3.4285714285714284
P11,10,robotic,counter,SoA,2.0
P11,11,robotic,repeat,SoA,5.571428571428571
P12,1,clone,enhance,SoA,4.428571428571429
P12,2,clone,repeat,SoA,6.571428571428571
P12,3,clone,counter,SoA,2.4285714285714284
P12,4,clone,enhance,SoA,3.7142857142857144
P12,5,clone,repeat,SoA,6.571428571428571
P12,6,clone,counter,SoA,3.142857142857143
P12,7,robotic,counter,SoA,2.5714285714285716
P12,8,robotic,repeat,SoA,5.142857142857143
P12,9,robotic,enhance,SoA,2.2857142857142856
P12,10,robotic,counter,SoA,2.0
P12,11,robotic,repeat,SoA,3.142857142857143
P12,12,robotic,enhance,SoA,3.5714285714285716
P13,1,robotic,counter,SoA,2.857142857142857
P13,2,robotic,enhance,SoA,2.142857142857143
P13,3,robotic,repeat,SoA,4.0
P13,4,robotic,counter,SoA,1.1428571428571428
P13,5,robotic,enhance,SoA,1.7142857142857142
P13,6,robotic,repeat,SoA,5.428571428571429
P13,7,clone,repeat,SoA,3.2857142857142856
P13,8,clone,enhance,SoA,1.0
P13,9,clone,counter,SoA,1.8571428571428572
P13,10,clone,repeat,SoA,1.8571428571428572
P13,11,clone,enhance,SoA,1.2857142857142858
P13,12,clone,counter,SoA,1.1428571428571428
P14,1,robotic,counter,SoA,2.4285714285714284
P14,2,robotic,enhance,SoA,2.7142857142857144
P14,3,robotic,repeat,SoA,3.4285714285714284
P14,4,robotic,counter,SoA,1.0
P14,5,robotic,enhance,SoA,2.2857142857142856
P14,6,robotic,repeat,SoA,3.857142857142857
P14,7,clone,repeat,SoA,5.428571428571429
P14,8,clone,enhance,SoA,3.0
P14,9,clone,counter,SoA,2.5714285714285716
P14,10,clone,repeat,SoA,4.142857142857143
P14,11,clone,enhance,SoA,2.4285714285714284
P14,12,clone,counter,SoA,2.0
P15,1,robotic,repeat,SoA,4.714285714285714
P15,2,robotic,counter,SoA,3.5714285714285716
P15,3,robotic,enhance,SoA,4.285714285714286
P15,4,robotic,repeat,SoA,5.285714285714286
P15,5,robotic,counter,SoA,4.142857142857143
P15,6,robotic,enhance,SoA,4.857142857142857
P15,7,clone,enhance,SoA,5.428571428571429
P15,8,clone,counter,SoA,4.714285714285714
P15,9,clone,repeat,SoA,5.571428571428571
P15,10,clone,enhance,SoA,3.857142857142857
P15,11,clone,counter,SoA,4.285714285714286
P15,12,clone,repeat,SoA,3.7142857142857144
P16,1,robotic,repeat,SoA,6.0
P16,2,robotic,counter,SoA,4.857142857142857
P16,3,robotic,enhance,SoA,5.0
P16,4,robotic,repeat,SoA,5.0
P16,5,robotic,counter,SoA,3.4285714285714284
P16,6,robotic,enhance,SoA,4.428571428571429
P16,7,clone,enhance,SoA,4.428571428571429
P16,8,clone,counter,SoA,4.142857142857143
P16,9,clone,repeat,SoA,3.5714285714285716
P16,10,clone,enhance,SoA,3.5714285714285716
P16,11,clone,counter,SoA,2.4285714285714284
P16,12,clone,repeat,SoA,1.7142857142857142
P17,1,robotic,enhance,SoA,4.714285714285714
P17,2,robotic,repeat,SoA,6.571428571428571
P17,3,robotic,counter,SoA,2.142857142857143
P17,5,robotic,repeat,SoA,4.857142857142857
P17,6,robotic,counter,SoA,2.857142857142857
P17,7,clone,counter,SoA,2.0
P17,8,clone,repeat,SoA,5.0
P17,9,clone,enhance,SoA,5.0
P17,10,clone,counter,SoA,2.0
P17,11,clone,repeat,SoA,5.428571428571429
P17,12,clone,enhance,SoA,3.7142857142857144
P18,1,robotic,enhance,SoA,3.0
P18,2,robotic,repeat,SoA,3.4285714285714284
P18,3,robotic,counter,SoA,1.0
P18,4,robotic,enhance,SoA,1.0
P18,5,robotic,repeat,SoA,4.0
P18,6,robotic,counter,SoA,1.0
P18,7,clone,counter,SoA,3.2857142857142856
P18,8,clone,repeat,SoA,5.0
P18,9,clone,enhance,SoA,4.285714285714286
P18,10,clone,counter,SoA,1.7142857142857142
P18,11,clone,repeat,SoA,5.285714285714286
P18,12,clone,enhance,SoA,5.714285714285714
P19,1,robotic,repeat,SoA,4.0
P19,2,robotic,enhance,SoA,1.2857142857142858
P19,3,robotic,counter,SoA,1.2857142857142858
P19,4,robotic,repeat,SoA,1.8571428571428572
P19,5,robotic,enhance,SoA,1.8571428571428572
P19,6,robotic,counter,SoA,1.8571428571428572
P19,7,clone,counter,SoA,1.2857142857142858
P19,8,clone,enhance,SoA,1.5714285714285714
P19,9,clone,repeat,SoA,2.2857142857142856
P19,10,clone,counter,SoA,2.142857142857143
P19,11,clone,enhance,SoA,2.142857142857143
P19,12,clone,repeat,SoA,2.2857142857142856
P21,1,robotic,enhance,SoA,6.857142857142857
P21,2,robotic,counter,SoA,3.5714285714285716
P21,3,robotic,repeat,SoA,6.428571428571429
P21,4,robotic,enhance,SoA,5.285714285714286
P21,5,robotic,counter,SoA,2.0
P21,6,robotic,repeat,SoA,6.142857142857143
P21,7,clone,repeat,SoA,6.428571428571429
P21,8,clone,counter,SoA,2.0
P21,9,clone,enhance,SoA,3.5714285714285716
P21,10,clone,repeat,SoA,6.142857142857143
P21,11,clone,counter,SoA,2.2857142857142856
P21,12,clone,enhance,SoA,3.7142857142857144
P22,1,robotic,enhance,SoA,2.7142857142857144
P22,2,robotic,counter,SoA,3.0
P22,3,robotic,repeat,SoA,3.857142857142857
P22,4,robotic,enhance,SoA,3.857142857142857
P22,5,robotic,counter,SoA,2.2857142857142856
P22,6,robotic,repeat,SoA,3.5714285714285716
P22,7,clone,repeat,SoA,3.857142857142857
P22,8,clone,counter,SoA,2.857142857142857
P22,9,clone,enhance,SoA,3.142857142857143
P22,10,clone,repeat,SoA,4.142857142857143
P22,11,clone,counter,SoA,2.2857142857142856
P22,12,clone,enhance,SoA,3.4285714285714284
P23,1,robotic,counter,SoA,4.0
P23,2,robotic,repeat,SoA,4.428571428571429
P23,3,robotic,enhance,SoA,5.571428571428571
P23,4,robotic,counter,SoA,2.5714285714285716
P23,5,robotic,repeat,SoA,6.142857142857143
P23,6,robotic,enhance,SoA,6.285714285714286
P23,7,clone,enhance,SoA,5.142857142857143
P23,8,clone,repeat,SoA,5.285714285714286
P23,9,clone,counter,SoA,4.0
P23,10,clone,enhance,SoA,3.4285714285714284
P23,11,clone,repeat,SoA,5.285714285714286
P23,12,clone,counter,SoA,3.7142857142857144
P24,1,robotic,counter,SoA,3.2857142857142856
P24,3,robotic,enhance,SoA,3.857142857142857
P24,4,robotic,counter,SoA,2.4285714285714284
P24,5,robotic,repeat,SoA,4.857142857142857
P24,6,robotic,enhance,SoA,3.857142857142857
P24,7,clone,enhance,SoA,4.571428571428571
P24,8,clone,repeat,SoA,5.0
P24,9,clone,counter,SoA,2.0
P24,10,clone,enhance,SoA,3.857142857142857
P24,11,clone,repeat,SoA,4.714285714285714
P24,12,clone,counter,SoA,2.5714285714285716
P25,1,clone,repeat,SoA,2.2857142857142856
P25,2,clone,enhance,SoA,3.4285714285714284
P25,3,clone,counter,SoA,3.7142857142857144
P25,4,clone,repeat,SoA,5.0
P25,5,clone,enhance,SoA,3.4285714285714284
P25,6,clone,counter,SoA,2.142857142857143
P25,7,robotic,counter,SoA,1.2857142857142858
P25,8,robotic,enhance,SoA,3.857142857142857
P25,10,robotic,counter,SoA,1.1428571428571428
P25,11,robotic,enhance,SoA,4.0
P25,12,robotic,repeat,SoA,6.285714285714286
P26,1,clone,enhance,SoA,2.142857142857143
P26,2,clone,counter,SoA,3.0
P26,3,clone,repeat,SoA,1.8571428571428572
P26,4,clone,enhance,SoA,4.0
P26,5,clone,counter,SoA,1.7142857142857142
P26,6,clone,repeat,SoA,3.7142857142857144
P26,7,robotic,repeat,SoA,3.0
P26,8,robotic,counter,SoA,2.5714285714285716
P26,9,robotic,enhance,SoA,2.2857142857142856
P26,10,robotic,repeat,SoA,3.0
P26,11,robotic,counter,SoA,1.8571428571428572
P26,12,robotic,enhance,SoA,2.0
P27,1,clone,enhance,SoA,3.0
P27,2,clone,repeat,SoA,5.285714285714286
P27,3,clone,counter,SoA,1.8571428571428572
P27,4,clone,enhance,SoA,3.4285714285714284
P27,5,clone,repeat,SoA,4.285714285714286
P27,6,clone,counter,SoA,1.0
P27,7,robotic,counter,SoA,3.7142857142857144
P27,8,robotic,repeat,SoA,2.857142857142857
P27,9,robotic,enhance,SoA,4.142857142857143
P27,10,robotic,counter,SoA,1.5714285714285714
P27,11,robotic,repeat,SoA,1.0
P27,12,robotic,enhance,SoA,3.5714285714285716
P28,1,clone,counter,SoA,2.5714285714285716
P28,2,clone,enhance,SoA,3.2857142857142856
P28,3,clone,repeat,SoA,5.714285714285714
P28,4,clone,counter,SoA,5.857142857142857
P28,5,clone,enhance,SoA,6.0
P28,6,clone,repeat,SoA,6.285714285714286
P28,7,robotic,repeat,SoA,6.428571428571429
P28,8,robotic,enhance,SoA,3.5714285714285716
P28,9,robotic,counter,SoA,1.0
P28,10,robotic,repeat,SoA,6.571428571428571
P28,11,robotic,enhance,SoA,3.7142857142857144
P28,12,robotic,counter,SoA,3.4285714285714284
P29,1,clone,repeat,SoA,4.142857142857143
P29,2,clone,counter,SoA,1.5714285714285714
P29,3,clone,enhance,SoA,3.0
P29,4,robotic,enhance,SoA,3.5714285714285716
P29,5,robotic,counter,SoA,1.7142857142857142
P29,6,robotic,repeat,SoA,6.0
P29,7,robotic,enhance,SoA,3.4285714285714284
P29,8,robotic,counter,SoA,1.7142857142857142
P29,9,robotic,repeat,SoA,6.285714285714286
P29,10,clone,repeat,SoA,4.285714285714286
P29,11,clone,counter,SoA,1.0
P29,12,clone,enhance,SoA,4.428571428571429
P30,1,clone,enhance,SoA,1.0
P30,2,clone,repeat,SoA,1.7142857142857142
P30,3,clone,counter,SoA,1.0
P30,4,clone,enhance,SoA,2.0
