pp,trial,voice_id,condition,scene_id,1,2,3,4,5,6,7,8,9,ans_sd,SoPA,SoNA,Accept,SoA,Authorship
P15,12,clone,repeat,2,2.0,2.0,6.0,5.0,5.0,1.0,1.0,5.0,4.0,2.065879266282796,3.6,4.0,4.0,3.7142857142857144,5.0
P16,1,robotic,repeat,4,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,10.0,1.927248223318863,6.0,2.0,10.0,6.0,7.0
P16,2,robotic,counter,6,4.0,6.0,6.0,5.0,5.0,6.0,4.0,4.0,8.0,1.4142135623730951,4.4,2.0,8.0,4.857142857142857,5.0
P16,3,robotic,enhance,8,5.0,6.0,6.0,5.0,4.0,7.0,5.0,4.0,6.0,1.6690459207925603,4.6,2.0,6.0,5.0,5.0
P16,4,robotic,repeat,10,3.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,1.6420805617960927,4.6,2.0,6.0,5.0,4.0
P16,5,robotic,counter,12,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,0.3535533905932738,3.0,3.5,3.0,3.4285714285714284,3.0
P16,6,robotic,enhance,2,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,0.7559289460184544,4.2,3.0,5.0,4.428571428571429,4.0
P16,7,clone,enhance,3,4.0,4.0,4.0,5.0,6.0,6.0,4.0,4.0,8.0,0.9161253813129043,4.6,4.0,8.0,4.428571428571429,5.0
P16,8,clone,counter,5,4.0,3.0,4.0,6.0,3.0,5.0,5.0,4.0,8.0,0.9258200997725514,4.4,4.5,8.0,4.142857142857143,6.0
P16,9,clone,repeat,7,4.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,0.9258200997725514,3.6,4.5,3.0,3.5714285714285716,4.0
P16,10,clone,enhance,9,4.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,3.0,1.164964745021435,3.8,5.0,3.0,3.5714285714285716,3.0
P16,11,clone,counter,11,2.0,5.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.6903085094570331,2.2,5.0,2.0,2.4285714285714284,2.0
P16,12,clone,repeat,1,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.052872551885702,1.2,5.0,1.0,1.7142857142857142,1.0
P17,1,robotic,enhance,5,6.0,6.0,6.0,4.0,2.0,1.0,4.0,5.0,8.0,1.7525491637693282,4.2,2.0,8.0,4.714285714285714,4.0
P17,2,robotic,repeat,7,7.0,7.0,7.0,7.0,7.0,1.0,5.0,6.0,10.0,2.8753881725529062,6.4,1.0,10.0,6.571428571428571,7.0
P17,3,robotic,counter,9,1.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,1.6690459207925603,1.8,5.0,1.0,2.142857142857143,2.0
P17,5,robotic,repeat,1,6.0,3.0,7.0,6.0,5.0,3.0,4.0,3.0,9.0,1.7268882005337975,4.8,3.0,9.0,4.857142857142857,6.0
P17,6,robotic,counter,3,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,1.2817398889233114,2.8,5.0,1.0,2.857142857142857,3.0
P17,7,clone,counter,6,1.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.8516401995451028,1.8,5.5,1.0,2.0,2.0
P17,8,clone,repeat,8,6.0,5.0,4.0,7.0,4.0,4.0,4.0,5.0,9.0,1.3024701806293193,5.2,3.5,9.0,5.0,7.0
P17,9,clone,enhance,10,6.0,5.0,6.0,5.0,4.0,3.0,5.0,4.0,9.0,1.3093073414159542,4.8,2.5,9.0,5.0,5.0
P17,10,clone,counter,12,1.0,2.0,5.0,1.0,2.0,5.0,2.0,1.0,1.0,1.9226098333849673,1.4,4.5,1.0,2.0,1.0
P17,11,clone,repeat,2,7.0,6.0,7.0,6.0,3.0,2.0,5.0,4.0,9.0,2.1213203435596424,5.0,1.5,9.0,5.428571428571429,6.0
P17,12,clone,enhance,4,5.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,6.0,1.0690449676496976,3.8,4.5,6.0,3.7142857142857144,4.0
P18,1,robotic,enhance,6,3.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,7.0,1.4142135623730951,3.0,5.0,7.0,3.0,1.0
P18,2,robotic,repeat,8,5.0,3.0,2.0,5.0,3.0,2.0,1.0,5.0,6.0,1.7728105208558367,3.8,5.5,6.0,3.4285714285714284,5.0
P18,3,robotic,counter,10,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.948970764763288,1.0,7.0,2.0,1.0,1.0
P18,4,robotic,enhance,12,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.7222627143085005,1.0,7.0,2.0,1.0,1.0
P18,5,robotic,repeat,2,5.0,3.0,1.0,5.0,5.0,4.0,4.0,5.0,7.0,0.9258200997725514,4.8,6.0,7.0,4.0,5.0
P18,6,robotic,counter,4,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,3.1052950170405937,1.0,7.0,1.0,1.0,1.0
P18,7,clone,counter,5,2.0,5.0,5.0,3.0,3.0,5.0,2.0,3.0,4.0,0.9258200997725514,2.6,3.0,4.0,3.2857142857142856,3.0
P18,8,clone,repeat,7,3.0,6.0,5.0,7.0,6.0,3.0,2.0,6.0,8.0,2.0,4.8,2.5,8.0,5.0,7.0
P18,9,clone,enhance,9,5.0,5.0,3.0,5.0,5.0,2.0,2.0,5.0,6.0,1.4142135623730951,4.4,4.0,6.0,4.285714285714286,5.0
P18,10,clone,counter,11,1.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,3.0,2.295181287579947,1.6,6.0,3.0,1.7142857142857142,1.0
P18,11,clone,repeat,1,5.0,5.0,5.0,6.0,5.0,2.0,5.0,6.0,8.0,1.5059406173077154,5.4,3.0,8.0,5.285714285714286,6.0
P18,12,clone,enhance,3,7.0,6.0,5.0,6.0,6.0,1.0,3.0,7.0,9.0,2.38671920665766,5.8,2.5,9.0,5.714285714285714,6.0
P19,1,robotic,repeat,7,7.0,3.0,4.0,7.0,3.0,7.0,2.0,2.0,8.0,2.1998376563477846,4.2,4.5,8.0,4.0,7.0
P19,2,robotic,enhance,9,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,6.0,2.8284271247461903,1.0,6.0,6.0,1.2857142857142858,1.0
P19,3,robotic,counter,11,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,2.49284690951645,1.0,6.0,1.0,1.2857142857142858,1.0
P19,4,robotic,repeat,1,2.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,7.0,2.0,1.6,5.5,7.0,1.8571428571428572,2.0
P19,5,robotic,enhance,3,2.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,7.0,2.0,1.6,5.5,7.0,1.8571428571428572,2.0
P19,6,robotic,counter,5,2.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,3.0,2.0,1.6,5.5,3.0,1.8571428571428572,2.0
P19,7,clone,counter,8,2.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.6958963523950885,1.2,6.5,2.0,1.2857142857142858,1.0
P19,8,clone,enhance,10,1.0,2.0,3.0,2.0,1.0,6.0,1.0,1.0,7.0,2.356601669474803,1.2,5.5,7.0,1.5714285714285714,2.0
P19,9,clone,repeat,12,1.0,7.0,3.0,2.0,1.0,5.0,1.0,1.0,6.0,1.807721533549109,1.2,3.0,6.0,2.2857142857142856,2.0
P19,10,clone,counter,2,1.0,7.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,2.3754698783308417,1.0,3.0,1.0,2.142857142857143,1.0
P19,11,clone,enhance,4,1.0,7.0,2.0,2.0,1.0,5.0,1.0,1.0,8.0,2.052872551885702,1.2,3.5,8.0,2.142857142857143,2.0
P19,12,clone,repeat,6,1.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,1.407885953173359,1.2,3.0,5.0,2.2857142857142856,2.0
P21,1,robotic,enhance,9,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,2.559994419636775,7.0,1.5,10.0,6.857142857142857,7.0
P21,2,robotic,counter,11,5.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,0.8345229603962802,3.8,5.0,4.0,3.5714285714285716,4.0
P21,3,robotic,repeat,1,6.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,2.187627547301936,6.8,2.5,10.0,6.428571428571429,7.0
P21,4,robotic,enhance,3,5.0,4.0,4.0,6.0,7.0,5.0,5.0,6.0,10.0,1.0350983390135313,5.8,4.0,10.0,5.285714285714286,6.0
P21,5,robotic,counter,5,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3562026818605375,1.2,4.0,1.0,2.0,1.0
P21,6,robotic,repeat,7,7.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,10.0,1.3887301496588271,7.0,4.0,10.0,6.142857142857143,7.0
P21,7,clone,repeat,10,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,10.0,1.8516401995451028,7.0,3.0,10.0,6.428571428571429,7.0
P21,8,clone,counter,12,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.7677669529663689,1.6,5.0,1.0,2.0,2.0
P21,9,clone,enhance,2,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,9.0,0.5345224838248488,3.4,4.0,9.0,3.5714285714285716,4.0
P21,10,clone,repeat,4,7.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,10.0,1.3887301496588271,7.0,4.0,10.0,6.142857142857143,7.0
P21,11,clone,counter,6,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.3093073414159542,1.8,4.5,2.0,2.2857142857142856,2.0
P21,12,clone,enhance,8,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,8.0,0.7559289460184544,3.8,4.5,8.0,3.7142857142857144,3.0
P22,1,robotic,enhance,10,2.0,2.0,4.0,2.0,4.0,5.0,2.0,3.0,5.0,1.5118578920369088,2.6,5.0,5.0,2.7142857142857144,2.0
P22,2,robotic,counter,12,3.0,4.0,4.0,3.0,3.0,5.0,2.0,2.0,4.0,1.0350983390135313,2.6,4.0,4.0,3.0,3.0
P22,3,robotic,repeat,2,5.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,6.0,1.1952286093343936,3.6,3.5,6.0,3.857142857142857,5.0
P22,4,robotic,enhance,4,5.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,6.0,0.7440238091428449,3.6,3.5,6.0,3.857142857142857,4.0
P22,5,robotic,counter,6,2.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,1.685018016012207,2.2,5.5,2.0,2.2857142857142856,2.0
P22,6,robotic,repeat,8,5.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,7.0,1.0690449676496976,3.4,4.0,7.0,3.5714285714285716,4.0
P22,7,clone,repeat,9,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,0.5345224838248488,3.6,3.5,5.0,3.857142857142857,4.0
P22,8,clone,counter,11,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0690449676496976,2.4,4.0,4.0,2.857142857142857,2.0
P22,9,clone,enhance,1,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,0.9161253813129043,3.0,4.5,4.0,3.142857142857143,3.0
P22,10,clone,repeat,3,5.0,5.0,4.0,6.0,4.0,4.0,3.0,2.0,8.0,1.246423454758225,4.0,3.5,8.0,4.142857142857143,6.0
P22,11,clone,counter,5,1.0,2.0,3.0,2.0,4.0,5.0,2.0,2.0,2.0,1.8468119248354136,2.2,5.5,2.0,2.2857142857142856,2.0
P22,12,clone,enhance,7,5.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0350983390135313,3.4,4.5,4.0,3.4285714285714284,3.0
P23,1,robotic,counter,11,4.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,0.7559289460184544,4.0,4.0,4.0,4.0,3.0
P23,2,robotic,repeat,1,5.0,3.0,6.0,5.0,3.0,3.0,5.0,4.0,3.0,1.1952286093343936,4.4,3.5,3.0,4.428571428571429,5.0
P23,3,robotic,enhance,3,5.0,5.0,6.0,6.0,3.0,4.0,7.0,7.0,10.0,1.9226098333849673,5.6,2.5,10.0,5.571428571428571,6.0
P23,4,robotic,counter,5,3.0,6.0,2.0,2.0,3.0,7.0,1.0,1.0,1.0,2.2320714274285347,2.0,4.0,1.0,2.5714285714285716,2.0
P23,5,robotic,repeat,7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,10.0,1.9594095320493148,6.2,2.0,10.0,6.142857142857143,6.0
P23,6,robotic,enhance,9,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,10.0,2.1339098923270936,6.4,2.0,10.0,6.285714285714286,6.0
P23,7,clone,enhance,12,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,9.0,1.0690449676496976,5.2,3.0,9.0,5.142857142857143,5.0
P23,8,clone,repeat,2,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,9.0,1.3093073414159542,5.2,2.5,9.0,5.285714285714286,5.0
P23,9,clone,counter,4,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,6.0,0.5175491695067657,3.8,3.5,6.0,4.0,3.0
P23,10,clone,enhance,6,3.0,5.0,5.0,2.0,3.0,2.0,2.0,4.0,5.0,0.7071067811865476,2.8,3.0,5.0,3.4285714285714284,2.0
P23,11,clone,repeat,8,6.0,5.0,6.0,6.0,3.0,5.0,5.0,6.0,10.0,1.6035674514745464,5.2,2.5,10.0,5.285714285714286,6.0
P23,12,clone,counter,10,4.0,4.0,4.0,3.0,3.0,2.0,2.0,6.0,8.0,1.3093073414159542,3.6,4.0,8.0,3.7142857142857144,3.0
P24,1,robotic,counter,12,3.0,5.0,6.0,3.0,1.0,3.0,3.0,2.0,5.0,0.7559289460184544,2.4,2.5,5.0,3.2857142857142856,3.0
P24,3,robotic,enhance,4,4.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,0.7440238091428449,3.4,3.0,3.0,3.857142857142857,4.0
P24,4,robotic,counter,6,1.0,3.0,4.0,2.0,3.0,5.0,2.0,2.0,2.0,1.5118578920369088,2.0,4.5,2.0,2.4285714285714284,2.0
P24,5,robotic,repeat,8,5.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,8.0,1.0690449676496976,4.6,2.5,8.0,4.857142857142857,5.0
P24,6,robotic,enhance,10,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,0.3535533905932738,4.0,4.5,7.0,3.857142857142857,4.0
P24,7,clone,enhance,11,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,7.0,0.5345224838248488,4.8,4.0,7.0,4.571428571428571,5.0
P24,8,clone,repeat,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,8.0,0.8864052604279183,5.2,3.5,8.0,5.0,5.0
P24,9,clone,counter,3,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0701966780270626,2.0,6.0,2.0,2.0,1.0
P24,10,clone,enhance,5,1.0,6.0,6.0,3.0,4.0,4.0,3.0,4.0,5.0,1.1259916264596033,3.0,2.0,5.0,3.857142857142857,3.0
P24,11,clone,repeat,7,6.0,2.0,4.0,6.0,5.0,4.0,5.0,5.0,8.0,0.8345229603962802,5.4,5.0,8.0,4.714285714285714,6.0
P24,12,clone,counter,9,2.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0606601717798212,2.0,4.0,4.0,2.5714285714285716,2.0
P25,1,clone,repeat,1,2.0,5.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.8322507626258087,2.0,5.0,2.0,2.2857142857142856,3.0
P25,2,clone,enhance,3,4.0,5.0,3.0,4.0,2.0,5.0,3.0,3.0,7.0,1.0606601717798212,3.2,4.0,7.0,3.4285714285714284,4.0
P25,3,clone,counter,5,4.0,4.0,5.0,5.0,3.0,5.0,2.0,3.0,6.0,1.0606601717798212,3.4,3.5,6.0,3.7142857142857144,5.0
P25,4,clone,repeat,7,5.0,3.0,5.0,6.0,6.0,6.0,5.0,5.0,9.0,0.9910312089651149,5.4,4.0,9.0,5.0,6.0
P25,5,clone,enhance,9,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,7.0,1.0350983390135313,3.6,5.0,7.0,3.4285714285714284,4.0
P25,6,clone,counter,11,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.7268882005337975,2.0,5.5,4.0,2.142857142857143,2.0
P25,7,robotic,counter,2,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.659215781283755,1.4,7.0,2.0,1.2857142857142858,2.0
P25,8,robotic,enhance,4,5.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,9.0,1.0350983390135313,4.2,5.0,9.0,3.857142857142857,5.0
P25,10,robotic,counter,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.7222627143085005,1.2,7.0,1.0,1.1428571428571428,1.0
P25,11,robotic,enhance,10,3.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,6.0,0.7559289460184544,4.0,4.0,6.0,4.0,5.0
P25,12,robotic,repeat,12,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,10.0,2.3145502494313788,6.0,1.0,10.0,6.285714285714286,6.0
P26,1,clone,enhance,3,1.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,1.9226098333849673,1.8,5.0,6.0,2.142857142857143,1.0
P26,2,clone,counter,5,3.0,4.0,6.0,2.0,3.0,4.0,1.0,2.0,6.0,1.0606601717798212,2.2,3.0,6.0,3.0,2.0
P26,3,clone,repeat,7,1.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.9820624179302297,1.6,5.5,1.0,1.8571428571428572,1.0
P26,4,clone,enhance,9,5.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,9.0,0.9161253813129043,3.6,3.0,9.0,4.0,4.0
P26,5,clone,counter,11,1.0,3.0,3.0,1.0,1.0,6.0,2.0,1.0,1.0,2.187627547301936,1.2,5.0,1.0,1.7142857142857142,1.0
P26,6,clone,repeat,1,4.0,4.0,4.0,6.0,4.0,4.0,2.0,2.0,8.0,1.2817398889233114,3.6,4.0,8.0,3.7142857142857144,6.0
P26,7,robotic,repeat,4,4.0,2.0,3.0,7.0,2.0,5.0,2.0,1.0,10.0,2.138089935299395,3.2,5.5,10.0,3.0,7.0
P26,8,robotic,counter,6,6.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,5.0,1.9955307206712847,2.6,5.5,5.0,2.5714285714285716,2.0
P26,9,robotic,enhance,8,1.0,3.0,4.0,4.0,2.0,5.0,1.0,1.0,10.0,1.807721533549109,1.8,4.5,10.0,2.2857142857142856,4.0
P26,10,robotic,repeat,10,3.0,2.0,4.0,7.0,2.0,5.0,2.0,1.0,10.0,2.1213203435596424,3.0,5.0,10.0,3.0,7.0
P26,11,robotic,counter,12,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.685018016012207,1.4,5.0,1.0,1.8571428571428572,1.0
P26,12,robotic,enhance,2,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,10.0,1.5979898086569353,1.6,5.0,10.0,2.0,2.0
P27,1,clone,enhance,11,2.0,2.0,7.0,5.0,2.0,1.0,2.0,1.0,5.0,1.927248223318863,2.4,3.5,5.0,3.0,5.0
P27,2,clone,repeat,1,6.0,5.0,7.0,6.0,5.0,2.0,3.0,5.0,6.0,1.8850918886280925,5.0,2.0,6.0,5.285714285714286,6.0
P27,3,clone,counter,3,1.0,6.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,2.445841952609133,1.2,4.5,2.0,1.8571428571428572,1.0
P27,4,clone,enhance,5,3.0,3.0,3.0,5.0,3.0,6.0,3.0,4.0,5.0,1.164964745021435,3.6,5.0,5.0,3.4285714285714284,5.0
P27,5,clone,repeat,7,5.0,2.0,6.0,5.0,4.0,6.0,4.0,4.0,7.0,1.3093073414159542,4.4,4.0,7.0,4.285714285714286,5.0
P27,6,clone,counter,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7774602993176543,1.0,7.0,1.0,1.0,1.0
P27,7,robotic,counter,12,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,0.8345229603962802,3.8,4.5,5.0,3.7142857142857144,4.0
P27,8,robotic,repeat,2,2.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,4.0,1.3024701806293193,2.8,5.0,4.0,2.857142857142857,4.0
P27,9,robotic,enhance,4,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,9.0,0.4629100498862757,4.6,5.0,9.0,4.142857142857143,5.0
P27,10,robotic,counter,6,1.0,1.0,1.0,1.0,4.0,7.0,2.0,1.0,9.0,2.866057521105554,1.8,7.0,9.0,1.5714285714285714,1.0
P27,11,robotic,repeat,8,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,3.1052950170405937,1.0,7.0,1.0,1.0,1.0
P27,12,robotic,enhance,10,2.0,5.0,3.0,2.0,6.0,6.0,4.0,3.0,4.0,1.6420805617960927,3.4,4.0,4.0,3.5714285714285716,2.0
P28,1,clone,counter,7,2.0,2.0,6.0,2.0,2.0,6.0,2.0,2.0,4.0,1.8516401995451028,2.0,4.0,4.0,2.5714285714285716,2.0
P28,2,clone,enhance,9,4.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,6.0,0.9258200997725514,3.4,5.0,6.0,3.2857142857142856,3.0
P28,3,clone,repeat,11,6.0,6.0,6.0,6.0,5.0,2.0,6.0,5.0,10.0,1.9086270308410553,5.6,2.0,10.0,5.714285714285714,6.0
P28,4,clone,counter,1,6.0,6.0,6.0,6.0,6.0,2.0,6.0,5.0,10.0,1.9955307206712847,5.8,2.0,10.0,5.857142857142857,6.0
P28,5,clone,enhance,3,7.0,7.0,6.0,6.0,5.0,2.0,6.0,5.0,10.0,2.2519832529192065,5.8,1.5,10.0,6.0,6.0
P28,6,clone,repeat,5,7.0,6.0,6.0,7.0,6.0,6.0,7.0,5.0,10.0,2.1213203435596424,6.4,2.0,10.0,6.285714285714286,7.0
P28,7,robotic,repeat,8,7.0,6.0,7.0,7.0,6.0,6.0,7.0,5.0,10.0,2.356601669474803,6.4,1.5,10.0,6.428571428571429,7.0
P28,8,robotic,enhance,10,5.0,3.0,3.0,4.0,3.0,5.0,5.0,2.0,8.0,1.164964745021435,3.8,5.0,8.0,3.5714285714285716,4.0
P28,9,robotic,counter,12,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,3.1052950170405937,1.0,7.0,1.0,1.0,1.0
P28,10,robotic,repeat,2,7.0,7.0,7.0,7.0,6.0,5.0,6.0,6.0,10.0,2.4748737341529163,6.4,1.0,10.0,6.571428571428571,7.0
P28,11,robotic,enhance,4,6.0,4.0,3.0,6.0,1.0,3.0,3.0,3.0,10.0,1.7268882005337975,3.8,4.5,10.0,3.7142857142857144,6.0
P28,12,robotic,counter,6,3.0,5.0,3.0,5.0,1.0,3.0,5.0,2.0,10.0,1.5059406173077154,3.2,4.0,10.0,3.4285714285714284,5.0
P29,1,clone,repeat,3,6.0,2.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,1.1877349391654208,4.4,4.5,4.0,4.142857142857143,5.0
P29,2,clone,counter,5,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.1339098923270936,1.4,6.0,1.0,1.5714285714285714,1.0
P29,3,clone,enhance,7,5.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,1.246423454758225,2.6,4.0,3.0,3.0,2.0
P29,4,robotic,enhance,10,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,8.0,0.7559289460184544,3.4,4.0,8.0,3.5714285714285716,4.0
P29,5,robotic,counter,12,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.927248223318863,1.4,5.5,1.0,1.7142857142857142,1.0
P29,6,robotic,repeat,2,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,9.0,2.0701966780270626,6.0,2.0,9.0,6.0,6.0
P29,7,robotic,enhance,4,5.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,6.0,1.0690449676496976,3.2,4.0,6.0,3.4285714285714284,2.0
P29,8,robotic,counter,6,2.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,2.3145502494313788,1.6,6.0,1.0,1.7142857142857142,2.0
P29,9,robotic,repeat,8,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,10.0,2.2038926600773587,6.2,1.5,10.0,6.285714285714286,6.0
P29,10,clone,repeat,9,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,7.0,0.5345224838248488,4.2,3.5,7.0,4.285714285714286,4.0
P29,11,clone,counter,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7774602993176543,1.0,7.0,1.0,1.0,1.0
P29,12,clone,enhance,1,6.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,7.0,0.9910312089651149,4.4,3.5,7.0,4.428571428571429,5.0
P30,1,clone,enhance,11,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,3.1052950170405937,1.0,7.0,1.0,1.0,1.0
P30,2,clone,repeat,1,2.0,2.0,2.0,3.0,1.0,6.0,1.0,1.0,4.0,2.3754698783308417,1.6,6.0,4.0,1.7142857142857142,3.0
P30,3,clone,counter,3,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,3.1052950170405937,1.0,7.0,2.0,1.0,1.0
P30,4,clone,enhance,5,3.0,3.0,2.0,2.0,2.0,6.0,1.0,1.0,6.0,2.1213203435596424,1.8,5.5,6.0,2.0,2.0
P30,5,clone,repeat,7,2.0,3.0,3.0,2.0,1.0,7.0,1.0,1.0,4.0,2.32992949004287,1.4,5.0,4.0,1.8571428571428572,2.0
P30,6,clone,counter,9,1.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,2.948970764763288,1.0,6.5,2.0,1.1428571428571428,1.0
P30,7,robotic,counter,12,3.0,3.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,2.5319388392523003,1.4,5.5,1.0,1.7142857142857142,1.0
P30,8,robotic,repeat,2,2.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,2.866057521105554,1.2,6.5,2.0,1.2857142857142858,1.0
P30,9,robotic,enhance,4,3.0,3.0,2.0,2.0,1.0,7.0,1.0,1.0,4.0,2.434865792722759,1.6,5.5,4.0,1.8571428571428572,2.0
P30,10,robotic,counter,6,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,3.1052950170405937,1.0,7.0,1.0,1.0,1.0
P30,11,robotic,repeat,8,3.0,3.0,2.0,2.0,2.0,7.0,1.0,1.0,4.0,2.326094212561969,1.8,5.5,4.0,2.0,2.0
P30,12,robotic,enhance,10,4.0,3.0,5.0,2.0,1.0,7.0,1.0,1.0,5.0,2.2038926600773587,1.8,4.0,5.0,2.4285714285714284,2.0
